Address,Case Number,Crime Against,Measure Names,Neighborhood,Occur Date,Occur Time,Offense Category,Offense Type,Offense Count
2400 BLOCK OF SW 4TH AVE,16-100572,Property,No Measure Value,South Portland,03/31/16,1800,Burglary,Burglary,1
3500 BLOCK OF SW BOND AVE,16-101589,Property,No Measure Value,South Portland,04/01/16,900,Motor Vehicle Theft,Motor Vehicle Theft,1
6200 BLOCK OF SW MACADAM AVE,16-101993,Property,No Measure Value,South Portland,04/01/16,2051,Larceny Offenses,All Other Larceny,1
200 BLOCK OF SW MEADE ST,16-103832,Property,No Measure Value,South Portland,04/02/16,2330,Larceny Offenses,Theft From Motor Vehicle,1
5100 BLOCK OF SW MACADAM AVE,16-104299,Property,No Measure Value,South Portland,04/03/16,1916,Burglary,Burglary,1
SW NAITO PKWY FRONTAGE RD / SW CURRY ST,16-104775,Property,No Measure Value,South Portland,04/03/16,2000,Larceny Offenses,Theft From Motor Vehicle,1
SW 1ST AVE / SW GIBBS ST,16-104931,Property,No Measure Value,South Portland,04/03/16,2100,Larceny Offenses,Theft From Motor Vehicle,1
2300 BLOCK OF SW 6TH AVE,16-105898,Property,No Measure Value,South Portland,04/04/16,1800,Vandalism,Vandalism,1
3300 BLOCK OF SW WATER AVE,16-107045,Property,No Measure Value,South Portland,04/05/16,1900,Larceny Offenses,Theft From Motor Vehicle,1
3300 BLOCK OF SW WATER AVE,16-107045,Property,No Measure Value,South Portland,04/05/16,1900,Vandalism,Vandalism,1
7600 BLOCK OF SW HOOD AVE,16-107870,Property,No Measure Value,South Portland,12/15/15,800,Fraud Offenses,Identity Theft,1
2900 BLOCK OF SW 1ST AVE,16-107941,Property,No Measure Value,South Portland,04/06/16,1900,Larceny Offenses,Theft From Motor Vehicle,1
4300 BLOCK OF SW CORBETT AVE,16-110394,Property,No Measure Value,South Portland,04/08/16,1633,Fraud Offenses,Identity Theft,1
100 BLOCK OF SW MEADE ST,16-112690,Property,No Measure Value,South Portland,04/10/16,1400,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
500 BLOCK OF SW CALIFORNIA ST,16-113107,Property,No Measure Value,South Portland,04/10/16,2115,Counterfeiting/Forgery,Counterfeiting/Forgery,1
200 BLOCK OF SW HAMILTON ST,16-114025,Property,No Measure Value,South Portland,12/18/15,1800,Larceny Offenses,All Other Larceny,1
5900 BLOCK OF SW HOOD AVE,16-116374,Property,No Measure Value,South Portland,04/13/16,1000,Fraud Offenses,Identity Theft,1
6800 BLOCK OF SW MACADAM AVE,16-117196,Property,No Measure Value,South Portland,03/26/16,1000,Vandalism,Vandalism,1
7400 BLOCK OF SW VIRGINIA AVE,16-118657,Property,No Measure Value,South Portland,04/14/16,2130,Burglary,Burglary,1
600 BLOCK OF SW GAINES ST,16-122803,Property,No Measure Value,South Portland,02/01/16,0,Fraud Offenses,Identity Theft,1
600 BLOCK OF SW GAINES ST,16-122803,Property,No Measure Value,South Portland,02/01/16,0,Larceny Offenses,Theft From Building,1
SW WHITAKER ST / SW HOOD AVE,16-124084,Person,No Measure Value,South Portland,04/20/16,1054,Assault Offenses,Intimidation,1
600 BLOCK OF SW GAINES ST,16-124478,Property,No Measure Value,South Portland,04/01/16,2000,Larceny Offenses,Theft From Building,1
2600 BLOCK OF SW CORBETT AVE,16-128697,Property,No Measure Value,South Portland,04/24/16,109,Vandalism,Vandalism,1
3900 BLOCK OF SW BOND AVE,16-129724,Property,No Measure Value,South Portland,04/24/16,1910,Larceny Offenses,Theft From Motor Vehicle,1
0 BLOCK OF SW PORTER ST,16-131540,Property,No Measure Value,South Portland,04/26/16,1607,Motor Vehicle Theft,Motor Vehicle Theft,1
200 BLOCK OF SW NEBRASKA ST,16-133093,Property,No Measure Value,South Portland,04/27/16,2145,Motor Vehicle Theft,Motor Vehicle Theft,1
5500 BLOCK OF SW HOOD AVE,16-133314,Property,No Measure Value,South Portland,04/27/16,2100,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW CORBETT AVE,16-134861,Property,No Measure Value,South Portland,04/27/16,2100,Vandalism,Vandalism,1
100 BLOCK OF SW MEADE ST,16-139557,Property,No Measure Value,South Portland,04/09/16,1442,Motor Vehicle Theft,Motor Vehicle Theft,1
3300 BLOCK OF SW KELLY AVE,16-141483,Property,No Measure Value,South Portland,05/05/16,502,Vandalism,Vandalism,1
6100 BLOCK OF SW RIVERPOINT LN,16-144668,Property,No Measure Value,South Portland,05/06/16,1300,Larceny Offenses,All Other Larceny,1
2500 BLOCK OF SW 1ST AVE,16-146661,Property,No Measure Value,South Portland,05/08/16,1830,Burglary,Burglary,1
3700 BLOCK OF SW BOND AVE,16-147334,Property,No Measure Value,South Portland,05/02/16,0,Larceny Offenses,All Other Larceny,1
4800 BLOCK OF SW BARBUR BLVD,16-157912,Property,No Measure Value,South Portland,05/18/16,1600,Larceny Offenses,Theft From Motor Vehicle,1
6500 BLOCK OF SW MACADAM AVE,16-164137,Property,No Measure Value,South Portland,05/21/16,0,Vandalism,Vandalism,1
300 BLOCK OF SW NEBRASKA ST,16-172236,Property,No Measure Value,South Portland,05/28/16,1200,Extortion/Blackmail,Extortion/Blackmail,1
5000 BLOCK OF SW SLAVIN RD,16-172253,Property,No Measure Value,South Portland,05/28/16,2000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
4800 BLOCK OF SW CORBETT AVE,16-174210,Property,No Measure Value,South Portland,05/31/16,1900,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
6400 BLOCK OF SW MACADAM AVE,16-175452,Property,No Measure Value,South Portland,06/02/16,1801,Robbery,Robbery,1
300 BLOCK OF SW LANE ST,16-177236,Property,No Measure Value,South Portland,06/03/16,2344,Burglary,Burglary,1
SW HOOKER ST / SW BARBUR BLVD,16-177857,Property,No Measure Value,South Portland,06/04/16,1400,Vandalism,Vandalism,1
3000 BLOCK OF SW MOODY AVE,16-186292,Person,No Measure Value,South Portland,06/11/16,1600,Assault Offenses,Intimidation,1
2800 BLOCK OF SW 1ST AVE,16-189388,Property,No Measure Value,South Portland,06/13/16,2300,Burglary,Burglary,1
7200 BLOCK OF SW CORBETT AVE,16-191018,Property,No Measure Value,South Portland,06/14/16,800,Counterfeiting/Forgery,Counterfeiting/Forgery,1
7200 BLOCK OF SW CORBETT AVE,16-191018,Property,No Measure Value,South Portland,06/14/16,800,Fraud Offenses,Identity Theft,1
SW MOODY AVE / SW CURRY ST,16-192303,Property,No Measure Value,South Portland,06/16/16,1843,Larceny Offenses,Theft From Motor Vehicle,1
4800 BLOCK OF SW BARBUR BLVD,16-196356,Property,No Measure Value,South Portland,06/19/16,300,Larceny Offenses,Theft From Motor Vehicle,1
4200 BLOCK OF SW CORBETT AVE,16-196883,Property,No Measure Value,South Portland,06/20/16,1632,Burglary,Burglary,1
3900 BLOCK OF SW CORBETT AVE,16-198676,Property,No Measure Value,South Portland,06/19/16,1,Fraud Offenses,Credit Card/ATM Fraud,1
3900 BLOCK OF SW CORBETT AVE,16-198676,Property,No Measure Value,South Portland,06/19/16,1,Fraud Offenses,Identity Theft,1
6200 BLOCK OF SW MACADAM AVE,16-198691,Property,No Measure Value,South Portland,06/22/16,439,Burglary,Burglary,1
5000 BLOCK OF SW CORBETT AVE,16-199588,Property,No Measure Value,South Portland,06/03/16,800,Larceny Offenses,All Other Larceny,1
5100 BLOCK OF SW SLAVIN RD,16-207706,Property,No Measure Value,South Portland,06/28/16,1700,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
5100 BLOCK OF SW SLAVIN RD,16-209736,Property,No Measure Value,South Portland,06/30/16,1500,Motor Vehicle Theft,Motor Vehicle Theft,1
6300 BLOCK OF SW CORBETT AVE,16-211426,Property,No Measure Value,South Portland,07/02/16,1350,Burglary,Burglary,1
4400 BLOCK OF SW BARBUR BLVD,16-212069,Property,No Measure Value,South Portland,07/02/16,2240,Robbery,Robbery,1
4400 BLOCK OF SW BARBUR BLVD,16-214102,Property,No Measure Value,South Portland,07/04/16,1704,Robbery,Robbery,1
3600 BLOCK OF SW HOOD AVE,16-214588,Property,No Measure Value,South Portland,07/04/16,2256,Vandalism,Vandalism,1
2400 BLOCK OF SW 4TH AVE,16-223154,Property,No Measure Value,South Portland,07/12/16,10,Vandalism,Vandalism,1
700 BLOCK OF SW BANCROFT ST,16-230867,Property,No Measure Value,South Portland,07/18/16,1600,Vandalism,Vandalism,1
4600 BLOCK OF SW KELLY AVE,16-232774,Property,No Measure Value,South Portland,07/19/16,1500,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
4600 BLOCK OF SW KELLY AVE,16-232774,Property,No Measure Value,South Portland,07/19/16,1500,Fraud Offenses,Hacking/Computer Invasion,1
4800 BLOCK OF SW CORBETT AVE,16-234625,Property,No Measure Value,South Portland,07/21/16,2130,Burglary,Burglary,1
0 BLOCK OF SW PORTER ST,16-236529,Property,No Measure Value,South Portland,07/23/16,1747,Vandalism,Vandalism,1
6100 BLOCK OF SW VIRGINIA AVE,16-239635,Property,No Measure Value,South Portland,07/23/16,800,Fraud Offenses,Identity Theft,1
5100 BLOCK OF SW MACADAM AVE,16-239858,Property,No Measure Value,South Portland,07/01/16,800,Embezzlement,Embezzlement,1
3600 BLOCK OF SW BOND AVE,16-246504,Property,No Measure Value,South Portland,07/31/16,2120,Larceny Offenses,Theft From Building,1
6500 BLOCK OF SW MACADAM AVE,16-247590,Property,No Measure Value,South Portland,08/01/16,2030,Burglary,Burglary,1
5800 BLOCK OF SW CORBETT AVE,16-249382,Property,No Measure Value,South Portland,08/03/16,730,Burglary,Burglary,1
6300 BLOCK OF SW CORBETT AVE,16-254736,Property,No Measure Value,South Portland,08/05/16,1700,Burglary,Burglary,1
6300 BLOCK OF SW CORBETT AVE,16-254955,Property,No Measure Value,South Portland,08/08/16,1503,Larceny Offenses,All Other Larceny,1
4600 BLOCK OF SW CONDOR AVE,16-254958,Property,No Measure Value,South Portland,08/08/16,1400,Burglary,Burglary,1
300 BLOCK OF SW WHITAKER ST,16-257315,Property,No Measure Value,South Portland,08/10/16,1518,Burglary,Burglary,1
5300 BLOCK OF SW MACADAM AVE,16-258615,Person,No Measure Value,South Portland,08/11/16,1615,Assault Offenses,Simple Assault,1
7700 BLOCK OF SW MACADAM AVE,16-278717,Property,No Measure Value,South Portland,08/27/16,2330,Larceny Offenses,All Other Larceny,1
100 BLOCK OF SW ARTHUR ST,16-279671,Property,No Measure Value,South Portland,08/27/16,1300,Burglary,Burglary,1
3800 BLOCK OF SW KELLY AVE,16-281087,Property,No Measure Value,South Portland,08/25/16,2000,Burglary,Burglary,1
600 BLOCK OF SW LOWELL ST,16-281976,Person,No Measure Value,South Portland,08/31/16,358,Assault Offenses,Simple Assault,1
SW CAPITOL HWY / SW BARBUR BLVD,16-283679,Property,No Measure Value,South Portland,08/31/16,2200,Motor Vehicle Theft,Motor Vehicle Theft,1
SW VIRGINIA AVE / SW CALIFORNIA ST,16-284228,Property,No Measure Value,South Portland,08/30/16,1330,Motor Vehicle Theft,Motor Vehicle Theft,1
4500 BLOCK OF SW WATER AVE,16-287125,Person,No Measure Value,South Portland,09/04/16,300,Assault Offenses,Aggravated Assault,2
100 BLOCK OF SW MEADE ST,16-287993,Property,No Measure Value,South Portland,09/05/16,0,Larceny Offenses,Theft From Motor Vehicle,1
2400 BLOCK OF SW 5TH AVE,16-288922,Property,No Measure Value,South Portland,09/06/16,310,Burglary,Burglary,1
600 BLOCK OF SW LOWELL ST,16-289203,Property,No Measure Value,South Portland,09/03/16,450,Larceny Offenses,All Other Larceny,1
4800 BLOCK OF SW BARBUR BLVD,16-289411,Property,No Measure Value,South Portland,09/06/16,0,Larceny Offenses,Theft From Motor Vehicle,1
4800 BLOCK OF SW BARBUR BLVD,16-289411,Property,No Measure Value,South Portland,09/06/16,0,Motor Vehicle Theft,Motor Vehicle Theft,1
4400 BLOCK OF SW BARBUR BLVD,16-293141,Person,No Measure Value,South Portland,09/09/16,1630,Assault Offenses,Aggravated Assault,1
4400 BLOCK OF SW BARBUR BLVD,16-293141,Property,No Measure Value,South Portland,09/09/16,1630,Vandalism,Vandalism,1
0 BLOCK OF SW PORTER ST,16-293716,Person,No Measure Value,South Portland,09/10/16,530,Assault Offenses,Simple Assault,1
600 BLOCK OF SW LOWELL ST,16-297269,Person,No Measure Value,South Portland,09/13/16,900,Assault Offenses,Simple Assault,1
3900 BLOCK OF SW BOND AVE,16-297515,Property,No Measure Value,South Portland,09/08/16,1715,Burglary,Burglary,1
SW HAMILTON ST / SW BARBUR BLVD,16-299007,Property,No Measure Value,South Portland,09/14/16,2130,Vandalism,Vandalism,1
3300 BLOCK OF SW MOODY AVE,16-299718,Property,No Measure Value,South Portland,09/15/16,1515,Vandalism,Vandalism,1
4600 BLOCK OF SW CONDOR AVE,16-300551,Property,No Measure Value,South Portland,09/15/16,2200,Larceny Offenses,Theft From Motor Vehicle,1
7400 BLOCK OF SW LAVIEW DR,16-300581,Property,No Measure Value,South Portland,09/15/16,1000,Burglary,Burglary,1
200 BLOCK OF SW IDAHO ST,16-300686,Property,No Measure Value,South Portland,09/15/16,2030,Larceny Offenses,Theft From Motor Vehicle,1
3700 BLOCK OF SW KELLY AVE,16-301554,Property,No Measure Value,South Portland,09/16/16,2345,Vandalism,Vandalism,1
4800 BLOCK OF SW BARBUR BLVD,16-301741,Person,No Measure Value,South Portland,09/17/16,338,Assault Offenses,Intimidation,1
4800 BLOCK OF SW MACADAM AVE,16-307429,Property,No Measure Value,South Portland,09/21/16,1900,Motor Vehicle Theft,Motor Vehicle Theft,1
7500 BLOCK OF SW LAVIEW DR,16-307676,Property,No Measure Value,South Portland,06/26/16,0,Fraud Offenses,Identity Theft,1
600 BLOCK OF SW NEVADA ST,16-307979,Property,No Measure Value,South Portland,09/21/16,1900,Burglary,Burglary,1
600 BLOCK OF SW NEVADA ST,16-307979,Property,No Measure Value,South Portland,09/21/16,1900,Larceny Offenses,Theft From Motor Vehicle,1
3500 BLOCK OF SW BOND AVE,16-308600,Property,No Measure Value,South Portland,09/23/16,830,Larceny Offenses,All Other Larceny,1
5100 BLOCK OF SW SLAVIN RD,16-312452,Property,No Measure Value,South Portland,09/26/16,600,Motor Vehicle Theft,Motor Vehicle Theft,1
4700 BLOCK OF SW SLAVIN RD,16-313948,Property,No Measure Value,South Portland,09/26/16,2000,Larceny Offenses,Theft From Motor Vehicle,1
5100 BLOCK OF SW SLAVIN RD,16-314816,Property,No Measure Value,South Portland,12/01/15,0,Fraud Offenses,Identity Theft,1
6100 BLOCK OF SW CORBETT AVE,16-319403,Property,No Measure Value,South Portland,08/01/16,0,Burglary,Burglary,1
5100 BLOCK OF SW MACADAM AVE,16-320220,Property,No Measure Value,South Portland,10/03/16,230,Vandalism,Vandalism,1
0 BLOCK OF SW CURRY ST,16-321233,Property,No Measure Value,South Portland,10/04/16,717,Larceny Offenses,Theft From Motor Vehicle,1
0 BLOCK OF SW CURRY ST,16-321233,Property,No Measure Value,South Portland,10/04/16,717,Vandalism,Vandalism,1
2400 BLOCK OF SW 5TH AVE,16-323220,Property,No Measure Value,South Portland,10/05/16,2250,Robbery,Robbery,1
2500 BLOCK OF SW 1ST AVE,16-324829,Property,No Measure Value,South Portland,10/06/16,1530,Larceny Offenses,Theft From Building,1
2500 BLOCK OF SW 1ST AVE,16-326062,Property,No Measure Value,South Portland,10/07/16,2000,Burglary,Burglary,1
4800 BLOCK OF SW BARBUR BLVD,16-326953,Property,No Measure Value,South Portland,10/08/16,2340,Vandalism,Vandalism,1
2800 BLOCK OF SW 2ND AVE,16-329407,Property,No Measure Value,South Portland,10/06/16,1800,Motor Vehicle Theft,Motor Vehicle Theft,1
SW HAMILTON ST / SW BARBUR BLVD,16-336810,Property,No Measure Value,South Portland,10/16/16,2300,Larceny Offenses,All Other Larceny,1
SW HAMILTON ST / SW BARBUR BLVD,16-336810,Property,No Measure Value,South Portland,10/16/16,2300,Larceny Offenses,Theft From Motor Vehicle,1
SW HAMILTON ST / SW BARBUR BLVD,16-336810,Property,No Measure Value,South Portland,10/16/16,2300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
3000 BLOCK OF SW 2ND AVE,16-337683,Property,No Measure Value,South Portland,10/16/16,1809,Burglary,Burglary,1
SW 1ST AVE / SW GROVER ST,16-338370,Property,No Measure Value,South Portland,10/19/16,2030,Larceny Offenses,Theft From Motor Vehicle,1
SW 1ST AVE / SW GROVER ST,16-338370,Society,No Measure Value,South Portland,10/19/16,2030,Weapon Law Violations,Weapons Law Violations,1
100 BLOCK OF SW CURRY ST,16-344832,Property,No Measure Value,South Portland,10/25/16,1435,Larceny Offenses,All Other Larceny,1
6900 BLOCK OF SW MACADAM AVE,16-346253,Property,No Measure Value,South Portland,10/17/16,900,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
6600 BLOCK OF SW VIRGINIA AVE,16-346423,Property,No Measure Value,South Portland,10/27/16,400,Larceny Offenses,All Other Larceny,1
100 BLOCK OF SW MEADE ST,16-346508,Property,No Measure Value,South Portland,10/27/16,0,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
WB ROSS ISLAND BRG TO / SB SW BARBUR BLVD,16-352000,Property,No Measure Value,South Portland,11/01/16,1000,Vandalism,Vandalism,1
5100 BLOCK OF SW SLAVIN RD,16-353161,Property,No Measure Value,South Portland,11/01/16,2200,Larceny Offenses,Theft From Motor Vehicle,1
3500 BLOCK OF SW RIVER PKWY,16-354892,Property,No Measure Value,South Portland,11/03/16,2021,Larceny Offenses,Shoplifting,1
6800 BLOCK OF SW MACADAM AVE,16-356459,Person,No Measure Value,South Portland,11/05/16,35,Assault Offenses,Aggravated Assault,1
4600 BLOCK OF SW CONDOR AVE,16-360433,Property,No Measure Value,South Portland,09/09/16,1200,Fraud Offenses,Identity Theft,1
4500 BLOCK OF SW CORBETT AVE,16-361127,Property,No Measure Value,South Portland,11/08/16,1450,Burglary,Burglary,1
6500 BLOCK OF SW VIRGINIA AVE,16-361998,Property,No Measure Value,South Portland,11/09/16,2130,Larceny Offenses,All Other Larceny,1
SW MOODY AVE / SW GAINES ST,16-362894,Property,No Measure Value,South Portland,11/10/16,1830,Motor Vehicle Theft,Motor Vehicle Theft,1
6400 BLOCK OF SW MACADAM AVE,16-363303,Property,No Measure Value,South Portland,11/10/16,1600,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW FLOWER ST,16-363479,Property,No Measure Value,South Portland,11/04/16,1200,Motor Vehicle Theft,Motor Vehicle Theft,1
3700 BLOCK OF SW BOND AVE,16-366802,Property,No Measure Value,South Portland,11/14/16,1816,Larceny Offenses,All Other Larceny,1
4600 BLOCK OF SW WATER AVE,16-367273,Property,No Measure Value,South Portland,11/14/16,1600,Larceny Offenses,Theft From Motor Vehicle,1
3400 BLOCK OF SW 1ST AVE,16-367568,Property,No Measure Value,South Portland,11/14/16,1600,Vandalism,Vandalism,1
3800 BLOCK OF SW WATER AVE,16-378118,Property,No Measure Value,South Portland,11/24/16,2100,Larceny Offenses,Theft From Motor Vehicle,1
SW 1ST AVE / SW CURRY ST,16-378417,Property,No Measure Value,South Portland,11/25/16,1530,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW HAMILTON ST,16-379932,Person,No Measure Value,South Portland,11/27/16,435,Assault Offenses,Aggravated Assault,6
5000 BLOCK OF SW CORBETT AVE,16-381499,Property,No Measure Value,South Portland,11/28/16,1804,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
3000 BLOCK OF SW 2ND AVE,16-382308,Property,No Measure Value,South Portland,11/22/16,1700,Larceny Offenses,Theft From Motor Vehicle,1
6600 BLOCK OF SW MACADAM AVE,16-385927,Property,No Measure Value,South Portland,11/29/16,1400,Fraud Offenses,Credit Card/ATM Fraud,1
2800 BLOCK OF SW NAITO PKWY,16-388785,Property,No Measure Value,South Portland,12/05/16,1104,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
SW MACADAM AVE / SW BOUNDARY ST,16-389827,Property,No Measure Value,South Portland,12/04/16,1900,Motor Vehicle Theft,Motor Vehicle Theft,1
SW ARTHUR ST / SW 1ST AVE,16-391293,Property,No Measure Value,South Portland,12/07/16,1800,Vandalism,Vandalism,1
5000 BLOCK OF SW BARBUR BLVD,16-391327,Society,No Measure Value,South Portland,12/07/16,2227,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
800 BLOCK OF SW CURRY ST,16-393866,Property,No Measure Value,South Portland,12/10/16,940,Burglary,Burglary,1
0 BLOCK OF SW CANBY ST,16-396796,Property,No Measure Value,South Portland,12/13/16,830,Motor Vehicle Theft,Motor Vehicle Theft,1
3800 BLOCK OF SW WATER AVE,16-397357,Property,No Measure Value,South Portland,12/12/16,1500,Motor Vehicle Theft,Motor Vehicle Theft,1
3400 BLOCK OF SW CORBETT AVE,16-400758,Property,No Measure Value,South Portland,12/14/16,1600,Motor Vehicle Theft,Motor Vehicle Theft,1
2400 BLOCK OF SW 5TH AVE,16-400776,Property,No Measure Value,South Portland,12/16/16,2200,Burglary,Burglary,1
3100 BLOCK OF SW MOODY AVE,16-403117,Property,No Measure Value,South Portland,12/19/16,2100,Larceny Offenses,Theft From Motor Vehicle,1
2700 BLOCK OF SW 1ST AVE,16-403990,Property,No Measure Value,South Portland,12/20/16,700,Motor Vehicle Theft,Motor Vehicle Theft,1
7100 BLOCK OF SW MACADAM AVE,16-404386,Property,No Measure Value,South Portland,12/21/16,553,Vandalism,Vandalism,1
3600 BLOCK OF SW KELLY AVE,16-405573,Property,No Measure Value,South Portland,12/22/16,400,Motor Vehicle Theft,Motor Vehicle Theft,1
4500 BLOCK OF SW CORBETT AVE,16-406558,Person,No Measure Value,South Portland,12/23/16,800,Assault Offenses,Intimidation,1
400 BLOCK OF SW VERMONT ST,16-407725,Property,No Measure Value,South Portland,12/23/16,1800,Motor Vehicle Theft,Motor Vehicle Theft,1
I5 FWY NB TO / EXIT 298 & SW CORBETT AVE,16-409578,Property,No Measure Value,South Portland,12/26/16,1940,Vandalism,Vandalism,1
4700 BLOCK OF SW SLAVIN RD,16-411120,Property,No Measure Value,South Portland,12/24/16,2000,Motor Vehicle Theft,Motor Vehicle Theft,1
400 BLOCK OF SW BOUNDARY ST,16-411431,Property,No Measure Value,South Portland,12/28/16,630,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
3300 BLOCK OF SW BOND AVE,16-680019,Society,No Measure Value,South Portland,01/06/16,2030,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
2700 BLOCK OF SW MOODY AVE,16-680133,Property,No Measure Value,South Portland,02/06/16,1612,Larceny Offenses,All Other Larceny,1
2700 BLOCK OF SW MOODY AVE,16-680133,Society,No Measure Value,South Portland,02/06/16,1612,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
2700 BLOCK OF SW MOODY AVE,16-680140,Property,No Measure Value,South Portland,01/24/16,1900,Burglary,Burglary,1
3300 BLOCK OF SW BOND AVE,16-680141,Property,No Measure Value,South Portland,12/31/15,1300,Larceny Offenses,Theft From Building,1
3300 BLOCK OF SW BOND AVE,16-680200,Property,No Measure Value,South Portland,01/25/16,1300,Larceny Offenses,All Other Larceny,1
2700 BLOCK OF SW MOODY AVE,16-680259,Property,No Measure Value,South Portland,03/16/16,2038,Fraud Offenses,Identity Theft,1
2700 BLOCK OF SW MOODY AVE,16-680259,Property,No Measure Value,South Portland,03/16/16,2038,Larceny Offenses,Theft From Building,1
2700 BLOCK OF SW MOODY AVE,16-680332,Property,No Measure Value,South Portland,03/22/16,1013,Larceny Offenses,Theft From Building,1
2700 BLOCK OF SW MOODY AVE,16-680543,Society,No Measure Value,South Portland,05/27/16,1351,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
2500 BLOCK OF SW 3RD AVE,16-680611,Property,No Measure Value,South Portland,05/31/16,1147,Larceny Offenses,All Other Larceny,1
2700 BLOCK OF SW MOODY AVE,16-680720,Property,No Measure Value,South Portland,06/14/16,2100,Larceny Offenses,All Other Larceny,1
2500 BLOCK OF SW 1ST AVE,16-680890,Person,No Measure Value,South Portland,08/16/16,1040,Assault Offenses,Simple Assault,1
3300 BLOCK OF SW BOND AVE,16-680920,Property,No Measure Value,South Portland,07/18/16,800,Larceny Offenses,All Other Larceny,1
4700 BLOCK OF SW SLAVIN RD,16-681030,Property,No Measure Value,South Portland,09/26/16,2000,Larceny Offenses,Theft From Motor Vehicle,1
3300 BLOCK OF SW BOND AVE,16-681042,Property,No Measure Value,South Portland,09/20/16,1600,Larceny Offenses,All Other Larceny,1
3300 BLOCK OF SW BOND AVE,16-681049,Property,No Measure Value,South Portland,08/31/16,1500,Larceny Offenses,Theft From Building,1
2700 BLOCK OF SW MOODY AVE,16-681249,Property,No Measure Value,South Portland,11/10/16,0,Vandalism,Vandalism,1
3300 BLOCK OF SW BOND AVE,16-681351,Property,No Measure Value,South Portland,11/07/16,657,Fraud Offenses,Identity Theft,1
4900 BLOCK OF SW BARBUR BLVD,16-681436,Property,No Measure Value,South Portland,09/01/16,2300,Larceny Offenses,All Other Larceny,1
0 BLOCK OF SW CONDOR WAY,16-800569,Property,No Measure Value,South Portland,02/11/16,1700,Arson,Arson,1
2700 BLOCK OF SW MOODY AVE,16-801012,Property,No Measure Value,South Portland,02/26/16,730,Larceny Offenses,All Other Larceny,1
2600 BLOCK OF SW 3RD AVE,16-801024,Property,No Measure Value,South Portland,03/02/16,2039,Larceny Offenses,Theft From Motor Vehicle,1
2700 BLOCK OF SW MOODY AVE,16-801993,Property,No Measure Value,South Portland,03/07/16,1700,Larceny Offenses,Theft From Building,1
3300 BLOCK OF SW BOND AVE,16-801995,Person,No Measure Value,South Portland,03/28/16,945,Assault Offenses,Intimidation,1
2700 BLOCK OF SW MOODY AVE,16-801996,Property,No Measure Value,South Portland,04/14/16,900,Larceny Offenses,Shoplifting,1
2500 BLOCK OF SW 3RD AVE,16-802123,Property,No Measure Value,South Portland,04/25/16,1200,Larceny Offenses,Theft From Building,1
2700 BLOCK OF SW MOODY AVE,16-802126,Property,No Measure Value,South Portland,05/10/16,1600,Larceny Offenses,All Other Larceny,1
2700 BLOCK OF SW MOODY AVE,16-802127,Property,No Measure Value,South Portland,05/13/16,1200,Larceny Offenses,All Other Larceny,1
3300 BLOCK OF SW BOND AVE,16-803106,Property,No Measure Value,South Portland,07/12/16,1845,Larceny Offenses,All Other Larceny,1
2700 BLOCK OF SW MOODY AVE,16-803569,Property,No Measure Value,South Portland,07/31/16,1200,Larceny Offenses,All Other Larceny,1
3300 BLOCK OF SW BOND AVE,16-803571,Property,No Measure Value,South Portland,08/02/16,1530,Larceny Offenses,Theft From Building,1
3000 BLOCK OF SW 2ND AVE,16-900137,Property,No Measure Value,South Portland,01/07/16,200,Larceny Offenses,Theft From Motor Vehicle,1
2400 BLOCK OF SW 4TH AVE,16-900165,Property,No Measure Value,South Portland,01/07/16,101,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW LOWELL ST,16-900207,Property,No Measure Value,South Portland,12/31/15,1630,Fraud Offenses,Credit Card/ATM Fraud,1
600 BLOCK OF SW LOWELL ST,16-900207,Property,No Measure Value,South Portland,12/31/15,1630,Fraud Offenses,Identity Theft,1
600 BLOCK OF SW LOWELL ST,16-900232,Property,No Measure Value,South Portland,01/07/16,1255,Larceny Offenses,All Other Larceny,1
6700 BLOCK OF SW VIRGINIA AVE,16-900466,Property,No Measure Value,South Portland,01/09/16,100,Vandalism,Vandalism,1
6100 BLOCK OF SW MACADAM AVE,16-900479,Property,No Measure Value,South Portland,01/09/16,900,Larceny Offenses,Theft From Motor Vehicle,1
